"gx" "gy" 
"CULLRO" 161.96 407.76
"AGROIN" 368.74 200.17
"SHORDI" 406.51 59.47
"HUMBLA" 3.75 81.94
"HUMBLA" 297.8 111.64
"XYLOCH" 292.76 456.39
"SHORWO" 405.67 399
"SYZYNE" 3.6 202.7
"HUMBLA" 473.97 404.2
"HUMBLA" 336.25 250.64
"AGROHO" 52.84 54.81
"HUMBLA" 412.03 136.47
"UROPEL" 234.21 452.4
"BHESCE" 467.4 125.74
"SHORAF" 372.39 85.09
"MESUFE" 297.55 66.06
"SYZYLI" 44.72 199.15
"AGROIN" 465 30.78
"HUMBLA" 9.45 74.74
"GARCTE" 189.23 468.68
"AGROIN" 354.39 433.42
"UNIDEN" 23.69 53.59
"MYRIDA" 275.08 409.67
"SHORTR" 188.8 245.25
"DIOSHI" 347.31 362.88
"SYZYCA" 266.51 212.43
"SHORAF" 305.51 20.8
"UNIDEN" 135.97 252.66
"MESUNA" 407.72 216.03
"MESUNA" 412.82 20
"GAERVA" 76.1 222.5
"AGROIN" 352.23 401.2
"AGROIN" 141.96 372.5
"MESUNA" 430.93 362.12
"SEMESU" 113.16 430.6
"PALATH" 286.93 248.01
"AGROIN" 123.89 376.63
"SHORWO" 435.89 336.34
"AGROIN" 481.54 485.47
"SHORCR" 236.63 16.18
"AGROHO" 40.92 86.36
"SHORST" 462.48 40.71
"CALOTH" 483.9 252.23
"SHORDI" 475.44 3.41
"UROPEL" 100.29 241.18
"SCHUCA" 4.83 258.59
"PALACA" 190 277.38
"SHORDI" 457.36 12.09
"HUMBLA" 418.26 449.85
"MESUFE" 180.16 31.36
"MEMEAR" 491.23 11.42
"SHORWO" 490.79 315.89
"AGROHO" 30.73 71.06
"AGROHO" 74.6 72.43
"HUMBLA" 128.29 206.86
"MEMERO" 269.92 347.79
"CULLCE" 295.32 13.38
"SHORDI" 439.35 238.35
"MESUNA" 123.27 170.49
"HUMBLA" 457.11 463.8
"SHORTR" 102.16 494
"AGROHO" 168.52 91.07
"GARCHE" 4.45 128.83
"AGROHO" 96.43 76.75
"AGROHO" 169.69 77.6
"UROPEL" 187.64 79.45
"AGROHO" 114.68 64.44
"SHORDI" 127.17 329.64
"GARCHE" 154.26 163.47
"AGROIN" 114.02 190.86
"MESUNA" 454.38 459.65
"SHORWO" 430.96 285.52
"PALATH" 470.3 178.37
"GLOCAC" 86.73 415.25
"NARGMA" 425 179.53
"PALAPE" 399.39 401.23
"AGROIN" 203 47.53
"CULLCE" 490.74 195.24
"UROPEL" 166.23 456.02
"HUMBLA" 96.25 359.13
"SEMENI" 252.75 226.52
"PALATH" 461.53 313.9
"LASIOB" 223.85 135.09
"AGROIN" 317.37 93.53
"GLOCAC" 281 302.53
"SHORST" 412.25 125.19
"HUMBLA" 411.56 74.67
"UNIDEN" 497 408.27
"AGROIN" 467.62 380.34
"GARCHE" 221.3 456.14
"MESUNA" 401.95 292.26
"PSYCDU" 326.47 435.55
"AGROIN" 243.99 0.56
"MYRIDA" 90.27 300.34
"SHORDI" 395.77 115.68
"SHORCN" 220.38 401.98
"SEMEGA" 231.91 231.8
"UROPEL" 220.97 376.46
"HUMBLA" 371.18 105.38
"SCHUCA" 159.43 149.27
"AGROHO" 46.76 70.52
"UNIDEN" 358.94 223.65
"UNIDEN" 188.1 453.81
"AGROIN" 331.52 5.44
"HUMBLA" 70.76 371.33
"SHORCR" 248.85 121.49
"AGROIN" 380.12 190.85
"HOPEJU" 453.15 432.55
"HUMBLA" 222.2 70.58
"ELAESU" 22.08 309.5
"MESUFE" 256.67 53.43
"AGROIN" 229.45 3.05
"GARCHE" 170.58 408.18
"AGROIN" 494.15 35.67
"UROPEL" 125.83 146.94
"SHORDI" 341.05 44.03
"UNIDEN" 410.96 302.31
"AGROIN" 229.8 37.88
"MESUNA" 499.4 285.45
"GARCHE" 491.43 433.32
"HUMBLA" 83.36 77.48
"DIPTHI" 169.95 351.73
"SHORWO" 459.22 160.56
"SEMEWA" 29.54 110.4
"MESUNA" 427.88 147.38
"AGROIN" 316.65 91.52
"GARCHE" 196.95 380.14
"MEMERO" 100 150
"MESUFE" 325.54 67.3
"SHORTR" 131.47 150.65
"AGROIN" 436.33 294.29
"MESUNA" 479.86 428.57
"PALATH" 385.37 52.98
"SEMEGA" 262.82 496.9
"SCHUCA" 200.5 221.36
"PALACA" 465.38 172.91
"AGROIN" 461.57 297.6
"AGROIN" 395.39 108.92
"SHORCR" 494.2 182.77
"XYLOCH" 255.63 242.13
"SEMEGA" 17.37 295.5
"GARCMO" 381.14 375
"CAMPZE" 34.4 191.47
"UNIDEN" 7.5 363.37
"AGROIN" 349.82 382.19
"ELAESU" 262.33 308.42
"MESUFE" 352.81 227.67
"PSYCNI" 130.69 416.46
"SHORCR" 157.29 32.26
"MYRIDA" 284.72 358.81
"MESUNA" 346.28 64.06
"GARCHE" 140.7 164.91
"MESUNA" 444.31 389.7
"MESUNA" 379.82 481.19
"PSYCNI" 236.06 421.57
"UNIDEN" 474.62 14.35
"PALAPE" 434.95 235.24
"PSYCNI" 126.03 441.39
"SYZYWI" 244.42 352.97
"AGROIN" 356.42 369.85
"HUMBLA" 8.1 98.17
"HUMBLA" 153.84 334.4
"MYRIDA" 75.9 389.18
"HUMBLA" 149.63 200.57
"AGROHO" 84.09 76.88
"AGROIN" 448.16 174.42
"SEMEWA" 367.81 385.05
"SEMEWA" 266.73 300.66
"SYZYSP" 173.43 143.13
"EUPHLO" 311.43 318.33
"SHORDI" 179.1 33.2
"MESUNA" 372.61 378.56
"GYRIWA" 260.04 44.65
"GARCHE" 61.51 91.8
"AGROIN" 492.42 495.72
"DILLRE" 67.3 278.6
"SYZYSP" 145.63 104.33
"SHORAF" 467.05 83.97
"HUMBLA" 10.34 93.59
"MESUNA" 206.2 347.82
"MESUNA" 459.14 311.36
"PALACA" 225.84 459.23
"HUMBLA" 12.4 89.02
"HUMBLA" 400.86 139.52
"SHORAF" 433.57 15.66
"CALOTH" 349.79 65.61
"SYZYMA" 289.9 185.6
"EUPHLO" 399.31 129.56
"SHORAF" 429.04 167.57
"ANISCI" 340.22 32.64
"AGROHO" 182 19.85
"MESUFE" 227.41 92.78
"CALOBR" 114.11 403.02
"LIJNGA" 104.77 293.33
"SHORWO" 471.65 394.62
"DIOSAL" 291.13 33.95
"SHORAF" 343.55 85.7
"SHORTR" 101.3 395.8
"MESUFE" 163.44 25.64
"HUMBLA" 383.58 411.15
"UNIDEN" 417.5 480.1
"CULLCE" 332.89 253.81
"GLOCAC" 11.17 365.54
"AGROHO" 35.09 68.65
"CULLCE" 267.6 489.5
"SEMEWA" 347.46 335.71
"UNIDEN" 482.55 67.88
"PALAPE" 361.62 51.87
"HUMBLA" 475.9 161.18
"SHORWO" 447.19 136.37
"BHESCE" 458.6 111.59
"SHORDI" 371.97 47.36
"CALOTH" 346.08 338.52
"CULLRO" 134.92 376.57
"HUMBLA" 451.14 465.46
"PALACA" 283.56 172.89
"SHORWO" 459.61 456.19
"MESUFE" 176.88 102.45
"PSEUCH" 224.56 313.06
"AGROIN" 201.49 53.62
"AGROIN" 405.54 366.67
"SHORWO" 446.68 345
"PSYCNI" 206.11 285.98
"AGROIN" 218.32 58.35
"UNIDEN" 454.74 54.81
"GAERRO" 75.34 168.82
"MESUNA" 136.34 340.29
"SYZYNE" 94.95 223.13
"SHORME" 132.1 77.08
"EUPHLO" 338.01 325.61
"HUMBLA" 131.31 217
"SYZYSY" 276.62 172.78
"SHORDI" 354.17 379.12
"SCHUCA" 111.76 456.56
"MESUFE" 467.18 10
"PSYCNI" 183.48 193.5
"AGROIN" 195 23.13
"GYRIWA" 269.66 7.92
"CULLCE" 343.25 378.14
"GLOCZE" 467.33 373.17
"MESUFE" 323.82 15.57
"UNIDEN" 471.67 493.15
"EURYAC" 94.75 168.11
"PALATH" 484.06 287.41
"AGROIN" 497.27 55.76
"HUMBLA" 397.68 415.8
"HUMBLA" 487.84 281.02
"GLOCNE" 142.7 420.37
"MEMERO" 343.5 194.56
"NOTHBE" 349.84 314.42
"GAERVA" 74.59 315.38
"TRICER" 225.66 412.02
"CULLCE" 265.51 122.95
"UNIDEN" 252.02 206.65
"PALATH" 498.27 177.95
"SHORTR" 114.1 482.24
"SHORAF" 392.77 165.72
"GARCHE" 435.23 484.76
"NARGMA" 147.67 128.3
"HUMBLA" 279.92 370
"MESUNA" 430.25 425.32
"PSEUCH" 13.13 159.29
"MEMERO" 471.03 201.26
"PSYCNI" 223.01 460.33
"SHORST" 462.24 265.8
"SHORCR" 362.19 18.5
"SEMEGA" 170.5 63.81
"HUMBLA" 439.81 171.64
"GLENUN" 308.73 71.75
"HUMBLA" 367.16 351.75
"GARCHE" 12.11 407.45
"SCHUCA" 53.17 314.03
"AGROIN" 477.06 382.35
"GAERRO" 107.11 165.13
"MEMEAR" 73.2 78.24
"GARCHE" 230.37 24.2
"AGROHO" 100.67 61.16
"AGROIN" 34.83 25.69
"GARCHE" 200.35 339.22
"AGROIN" 228.98 64.02
"GARCHE" 336 468.64
"DIOSAC" 159.21 154.58
"SYZYWI" 177.55 440.14
"AGROIN" 188.17 20
"MESUNA" 402 477.72
"HUMBLA" 1.14 59.71
"HUMBLA" 21.89 116.71
"MESUNA" 490.66 269.23
"PSYCDU" 30.7 127.32
"SHORCR" 226.08 17.83
"GONIHO" 469.26 192.43
"DIOSQU" 378.91 343.21
"SHORDI" 359.73 482.18
"AGROIN" 366.65 470.65
"UNIDEN" 40.19 5.82
"AGROIN" 211.17 39.66
"MEMERO" 195.71 277.38
"GARCHE" 138.4 461.39
"CHAECA" 68.27 238.7
"HUMBLA" 476.36 424.53
"AGROHO" 178.42 44.25
"DILLRE" 128.08 277.36
"SHORTR" 189.95 145.28
"PSYCNI" 105.42 468.4
"NARGMA" 237.71 25.82
"SEMENI" 466.28 196.42
"BHESCE" 88.73 108.03
"SHORWO" 447.36 462.63
"SCHUCA" 46.93 321.36
"PALACA" 170.14 413.98
"PSYCNI" 50.73 144.48
"HUMBLA" 134.7 186.15
"UNIDEN" 160.23 210.82
"SHORWO" 434.39 453.14
"SHORDI" 348.77 178.33
"SHORDI" 424.43 268.79
"GARCHE" 314.39 369.65
"GAERVA" 140.2 322.91
"UROPEL" 279.78 473.77
"HUMBLA" 431.25 17.26
"HUMBLA" 386.07 13.43
"MEMERO" 290.73 367.14
"CRYPWI" 151.67 22.35
"HUMBLA" 349.83 390.76
"MEMEAR" 448.87 11.35
"AGROIN" 457.32 284.29
"GLOCAC" 102.88 314.15
"CALOTH" 172.5 30.55
"SHORCR" 348.31 51.82
"PALAPE" 408.89 333.22
"PALATH" 442.71 74.22
"SHORST" 129.6 309.42
"GAERRO" 218.17 137.6
"HUMBLA" 206.47 98.02
"SHORAF" 391.32 327.21
"AGROIN" 466.05 422.78
"CHAECO" 260.92 464.22
"SHORCR" 176.33 110.99
"PSYCNI" 224.05 491.31
"GARCHE" 267.42 347.6
"HUMBLA" 149.2 189.58
"SHORME" 132.97 79.29
"SHORAF" 461.61 145.74
"SHORCR" 224.2 138.78
"PSYCDU" 265.81 496.55
"MESUNA" 362.8 396.92
"AGROHO" 118.11 72.96
"LITSLO" 201.28 197
"AGROIN" 208.69 317.7
"PSYCNI" 278.75 253.75
"MESUNA" 380.75 8.59
"SHORDI" 355.64 421.75
"HYDNOC" 30.18 378.24
"GLOCAC" 65.29 155.27
"PODATH" 15.93 387.99
"HUMBLA" 354.68 387.28
"SHORST" 131.75 311.98
"AGROHO" 184.1 36.97
"MESUNA" 352.65 494.8
"AGROIN" 341.02 71.11
"AGROIN" 206.36 2.1
"LEEAIN" 53.63 295
"SHORDI" 406.08 78.98
"UNIDEN" 457.96 183.01
"AGROHO" 84.82 72.1
"MESUNA" 394.52 104.57
"GARCHE" 101.63 454.17
"MESUNA" 30.05 486.7
"AGROHO" 61.92 75.14
"PSYCNI" 158.33 301.67
"MESUNA" 309.51 30.13
"BHESCE" 427.04 39.62
"HUMBLA" 153.38 193.96
"SCHUCA" 180.38 264.12
"HOPEJU" 17.21 483.82
"CULLRO" 486.01 374.86
"HUMBLA" 329.54 13.7
"PAVEIN" 291.07 174.08
"LASIOL" 466.08 149.1
"UNIDEN" 380.8 296.43
"SHORCR" 206.83 13.28
"SHORAF" 469.86 303.09
"MESUFE" 326.22 57.98
"UNIDEN" 417.63 441.1
"AGROIN" 370.89 443.3
"MESUFE" 477.66 224.31
"GARCHE" 202.66 65.63
"PALATH" 482.38 7.79
"HUMBLA" 140.1 198.02
"NOTHBE" 177.95 54.26
"PALAPE" 374.1 268.53
"AGROIN" 230.46 11.09
"PSYCNI" 24.72 450.3
"MESUNA" 219.3 371.4
"AGROIN" 486.75 113.33
"MESUNA" 367.01 65.5
"UNIDEN" 204.38 487.82
"SHORDI" 351.24 455.39
"AGROIN" 127.97 333.72
"LITSLO" 185.9 477.57
"SHORAF" 27.7 384.64
"UNIDEN" 101.7 399.42
"SHORTR" 102.65 7.29
"HUMBLA" 366.72 55.97
"HUMBLA" 411.11 417.45
"APAMSI" 50.2 129.75
"DIOSAC" 442.43 493.7
"SHORDI" 381.67 414.68
"CINNCA" 211.85 241.13
"GARCHE" 416.38 388.53
"NARGMA" 414.17 143.94
"PSYCNI" 236.93 286.06
"SHORST" 43.87 347.52
"DIOSHI" 170.46 142.86
"DIOSHI" 353.52 458.5
"AGROIN" 357.9 18.36
"CULLCE" 393.27 420.13
"CULLCE" 286.3 243.65
"MYRIDA" 185.58 445
"GARCHE" 310.34 201.68
"HUMBLA" 438.5 236.89
"HUMBLA" 390.54 347.16
"AGROHO" 158.48 15.85
"XYLOCH" 431.78 175.91
"CRYPWI" 59.57 451.98
"PSYCNI" 206.94 325.54
"AGROHO" 168.44 41.36
"HUMBLA" 387.08 78.67
"UROPEL" 261.69 397.98
"DIOSAC" 347.99 306.43
"SHORCR" 183.73 47.91
"SHORDI" 404.48 63.98
"SHORCR" 346.05 405.6
"HUMBLA" 311.68 366.75
"CULLCE" 70.57 24.22
"WALSPI" 207.73 469.05
"UNIDEN" 408.38 496.83
"GARCHE" 55.49 122.52
"GAERVA" 28.8 141.1
"SHORAF" 465.63 51.6
"SHORAF" 382.36 59.04
"SEMESU" 72.48 117.42
"UROPEL" 103.85 391.4
"AGROIN" 212.62 37.84
"AGROHO" 199.06 128.87
"SHORME" 331.89 434.5
"MESUFE" 358.62 139.25
"AGROIN" 102.6 370.1
"AGROIN" 169.91 393.11
"CALOTH" 380.41 7.82
"AGROIN" 296.03 100.97
"SYMPHI" 149.19 455.28
"AGROIN" 493.32 392.21
"AGROHO" 242.34 92.6
"UNIDEN" 24.3 318.27
"AGROIN" 363.93 370.68
"AGROIN" 432.14 63.63
"SHORDI" 464.55 43.43
"SEMEWA" 420.85 222.48
"HUMBLA" 433.47 481.55
"GAERRO" 80 103.44
"PALACA" 175.93 111.73
"SHORTR" 72.05 203.52
"SHORAF" 81.92 182.04
"PALACA" 271.34 305.29
"ERYTOB" 265.3 240.46
"HUMBLA" 343.75 114.01
"HUMBLA" 193.03 368.33
"UROPEL" 114.13 123.62
"PSYCNI" 178.93 208.01
"GARCHE" 273.66 269.54
"ALLOZE" 184.61 405.37
"AGROIN" 454.3 199.06
"HUMBLA" 99.82 62.94
"SHORDI" 481.48 342.3
"CULLCE" 366.1 261.3
"SHORTR" 241.3 288.85
"MESUFE" 381.8 492.52
"AGROIN" 220.63 2.76
"ELAESU" 58.75 326.65
"PSYCDU" 298.49 337
"NOTHFO" 269.51 325.05
"SHORCR" 348.98 179.12
"SHORAF" 421.89 441.44
"AGROIN" 443.5 23.09
"PALAPE" 426.71 318.35
"PALATH" 474.45 22.25
"UNIDEN" 418.6 416.63
"GOMPSE" 94.95 328.29
"XYLOCH" 151.39 203.63
"UNIDEN" 448.66 203.76
"MESUNA" 409.26 290.29
"DIOSQU" 213.35 77.92
"LASIOB" 425.63 456.39
"HUMBLA" 469.07 268.1
"HUMBLA" 429.36 474.12
"HYDNOC" 205.71 260.81
"GARCHE" 20.8 409.23
"MESUNA" 170.29 317.12
"SYZYMA" 199.95 497.22
"AGROIN" 267.28 101.92
"MESUFE" 485.78 199.72
"AGROIN" 126.49 358.5
"AGROHO" 181.62 41.15
"MESUFE" 180.96 49.13
"GARCHE" 232.04 13.51
"PSYCNI" 220.1 412.86
"SYZYMA" 157.87 145.26
"GARCHE" 335.82 6.83
"MYRIDA" 41.83 309.75
"SHORDI" 392.96 122.92
"HUMBLA" 217.57 93.71
"MESUNA" 482.8 178.13
"AGROHO" 195.89 11.44
"BHESCE" 321.53 13.95
"GARCHE" 290.79 212.72
"DYSOBI" 214.53 497.1
"ANTIPY" 183.03 256.06
"UNIDEN" 439.05 442.92
"XYLOCH" 408.33 9.7
"MESUNA" 117.6 346.6
"PALATH" 442.52 37.02
"ANISCI" 371.12 495.67
"MASTTE" 322.88 296.27
"MEMERO" 407.75 333.83
"BHESCE" 24.67 193.79
"HUMBLA" 359.29 132.1
"ISONLA" 473.65 25.79
"UROPEL" 65 195.35
"PALAPE" 429.83 467.4
"CHAECO" 221.81 259.08
"CULLCE" 451.37 379.06
"SHORWO" 268.46 495.3
"SHORME" 158.27 13.3
"MEMECL" 67.41 126.14
"GAERVA" 93.38 280.35
"AGROIN" 213 34.04
"UNIDEN" 302.02 343.95
"MYRIDA" 444.59 48.33
"HUMBLA" 23.84 496.75
"PSYCPL" 60.83 403.37
"XYLOCH" 156.37 281.4
"UNIDEN" 458.52 311.25
"ANTIPY" 56.23 486.25
"PALAHI" 278.85 342.48
"MESUNA" 464.13 472.96
"AGROIN" 202.06 44.79
"AGROIN" 144.66 345.74
"HUMBLA" 414.91 456.77
"SHORTR" 53.6 215.49
"GAERRO" 11.83 367.88
"NARGMA" 454 31.03
"PUTRRO" 460 97.61
"CULLCE" 385.33 24.39
"AGROIN" 456.77 201.7
"PSYCDU" 74.72 15.2
"AGROHO" 106.12 82.32
"CULLCE" 239.78 76.51
"AGROIN" 421.02 8.27
"SHORCR" 350.17 0.17
"SEMEGA" 222.94 178.95
"UNIDEN" 363.09 190.59
"XYLOCH" 180.61 194.5
"HUMBLA" 277.85 397.45
"CHAECO" 194.72 286.07
"HUMBLA" 209.66 88.92
"PSYCNI" 20.44 151.5
"HOPEJU" 454.05 164.02
"SEMEWA" 446.41 306.96
"PALACA" 433.24 47.23
"MESUNA" 108.02 201.86
"XYLOCH" 391.12 300.41
"SHORTR" 289.13 248.01
"HUMBLA" 1.86 488.06
"DIOSAC" 483.39 459.91
"LASIOB" 139.8 319.77
"UNIDEN" 485.54 184.23
"DIOSAC" 399.96 190.17
"PRISTE" 302.92 94.29
"PALAPE" 444.21 104.86
"SHORWO" 428.37 177.12
"PSYCPL" 120.88 496.02
"GLOCAC" 206.18 263.71
"SHORDI" 123.64 389.9
"HUMBLA" 172.48 329.29
"PALACA" 111.76 10.52
"APAMSI" 307.76 443.51
"HUMBLA" 469.95 269.72
"AGROHO" 234.81 22.45
"HUMBLA" 123.3 196.19
"CULLRO" 401.72 80.65
"CRYPWI" 313 496.86
"PALAPE" 479.91 317.82
"UNIDEN" 17.08 53.71
"CULLCE" 355.67 42.88
"MESUNA" 496.26 328.82
"SEMEWA" 167.84 138.99
"LITSIT" 388.72 288.37
"UROPEL" 280 100.9
"UNIDEN" 474.28 347.72
"SHORTR" 123.56 152.86
"SYZYMA" 271.71 299.2
"CULLCE" 261.07 253.94
"DIOSAC" 385.67 247.75
"SHORME" 339.74 399.58
"MESUNA" 497.29 124.23
"MEMEAR" 432.5 1.94
"GOMPSE" 34.54 313.13
"SYZYMA" 384.91 289.85
"PSYCDU" 129.76 216.38
"UNIDEN" 25.54 360.64
"UNIDEN" 150.69 315.9
"UNIDEN" 136.73 321.78
"AGROIN" 246.12 151.73
"SHORDI" 427.57 194.74
"SEMEGA" 55.57 315.47
"AGROIN" 213.57 318.13
"MESUNA" 479.7 371.52
"BYRSEL" 447.06 54.9
"MESUFE" 483.75 260.86
"BHESCE" 65.45 469.96
"LEEAIN" 30.58 152.06
"GARCHE" 254.41 132.98
"PALACA" 190.44 173.7
"SHORDI" 363.04 268.72
"GLOCAC" 169.85 296.5
"MESUNA" 17.65 492.4
"UROPEL" 64.32 462.96
"UNIDEN" 257.5 237.97
"SHORST" 433.81 252.96
"GARCHE" 258.42 407.8
"SEMEWA" 145.29 280.75
"MADHFU" 429.12 475.37
"GAERRO" 155.49 124.53
"UNIDEN" 340.74 465.57
"PSYCNI" 174.95 244.41
"AGROIN" 217.89 14.95
"SHORWO" 453.98 476.75
"PSYCNI" 69.34 212.7
"UNIDEN" 327.06 204.17
"GARCHE" 299.1 90.7
"LITSIT" 436.82 147.45
"MESUFE" 405.49 250.22
"GOMPSE" 47.31 494.81
"SHORAF" 121.98 130.98
"GARCHE" 227.19 353.46
"UNIDEN" 21.3 214.62
"HUMBLA" 476.2 368.94
"HUMBLA" 404.24 487.4
"SHORME" 185.5 8.91
"SHORWO" 427.71 462.02
"MYRIDA" 480.29 374.85
"DIOSAC" 284.75 226.41
"CULLCE" 311.07 337.34
"AGROIN" 328.8 39.75
"LITSIT" 212.5 28.61
"SHORAF" 489.68 475.56
"MANGZE" 218.83 17.45
"SEMESU" 85.39 341.59
"DIOSAL" 290.94 80.65
"SYZYWI" 335.82 308.37
"GARCHE" 34.95 85.9
"PSYCNI" 182.91 165.68
"SEMEGA" 414.67 78.01
"SEMEGA" 318.27 82.55
"UNIDEN" 431.71 166.65
"CULLCE" 214.02 62.39
"AGROHO" 64.14 77.18
"CRYPWI" 196.1 466.01
"UROPEL" 149.34 4.49
"MESUNA" 351.67 93.8
"SYZYWI" 276.78 209.62
"SHORWO" 440.26 325.81
"AGROHO" 99.33 72.58
"GARCHE" 199.21 381.52
"AGROIN" 479.09 245.19
"LITSIT" 404.74 52.97
"SEMEWA" 127.22 444.67
"HUMBLA" 119.95 344.39
"AGROIN" 255.13 10.87
"MESUNA" 445.6 99.31
"GAERVA" 85.43 397.64
"HUMBLA" 211.9 341.07
"AGROIN" 253.58 21.73
"AGROIN" 374.01 91.57
"HUMBLA" 460.25 119.63
"SHORWO" 397.27 342.53
"CALOBR" 358.47 196.79
"HUMBLA" 196.04 346.37
"MADHFU" 192.58 27.96
"MALLRH" 345.81 246.84
"GARCHE" 280.38 52.2
"AGROIN" 198.14 29.08
"HUMBLA" 193.89 343.76
"GLOCZE" 94.05 332.79
"MEMEAR" 155.91 297.5
"GARCHE" 162.2 188.16
"AGROIN" 491.79 41.39
"GLOCAC" 105.05 259.49
"PALAPE" 419.91 352.97
"DIOSAC" 413.3 420.93
"AGROIN" 434.78 457.99
"MESUNA" 214.66 321.98
"SHORAF" 17.43 466.33
"SHORST" 331.76 306.78
"CULLCE" 256.98 78.61
"MEMEAR" 6.84 34.4
"SHORAF" 402.33 244.17
"UNIDEN" 116.3 320.94
"GARCHE" 263.16 61.07
"SHORDI" 348.33 116.92
"HUMBLA" 469.3 489.07
"CULLCE" 465.55 270.4
"SYZYOP" 300.29 243.65
"SHORTR" 97.76 130.58
"AGROIN" 422.85 488.94
"HUMBLA" 114.06 176.88
"PALATH" 462.97 79.25
"MEMEB_" 25.83 254.02
"AGROIN" 404.57 355.05
"ABARBI" 35.82 286.5
"SHORDI" 230.48 34.11
"HUMBLA" 117.45 185
"AGROIN" 429.72 100.99
"MESUNA" 434.6 155.58
"PSEUCH" 104.7 345.87
"SHORME" 132.33 111.19
"HUMBLA" 5.61 81.99
"HUMBLA" 452.82 398.24
"AGROIN" 60.24 101.83
"GAERVA" 397.46 265.35
"ANTIPY" 232.99 458.14
"MESUFE" 261.91 88.51
"AGROIN" 61.01 89.15
"MASTTE" 332.88 103.28
"SEMENI" 220.27 129.75
"HUMBLA" 149.72 356.6
"SHORWO" 478.95 86.51
"SEMEGA" 256.78 363.81
"SHORTR" 214.96 323.3
"MYRIDA" 186.31 103.43
"SHORAF" 469.44 253.04
"UNIDEN" 156.74 364.83
"SHORDI" 486.83 128.71
"SHORDI" 496.4 225.23
"SYMPCU" 363.25 216.25
"SEMEGA" 267.81 283.78
"HUMBLA" 115 48.06
"UROPEL" 176.63 234.8
"HUMBLA" 102.32 80.82
"UNIDEN" 359.96 348.88
"MESUFE" 464.78 235.77
"SYMPCU" 295 242.86
"CALOTH" 201.37 45
"MESUNA" 297.69 1.6
"MESUNA" 433.15 354.31
"GARCHE" 315.97 458.76
"MESUNA" 266.83 51.7
"GARCHE" 132.83 97.24
"GARCHE" 329.96 337.32
"HUMBLA" 480.23 444.12
"CULLCE" 445.04 116.33
"MASTTE" 219.51 150.1
"SHORTR" 267.68 387.04
"EUPHLO" 297.9 174.08
"AGROIN" 456.82 472.65
"HUMBLA" 441.95 74.51
"SHORTR" 166.68 270.96
"HUMBLA" 10.63 49.12
"CALOTH" 384.66 6.53
"SHORST" 41.98 321.91
"HUMBLA" 413.36 334.22
"SHORDI" 412.18 40.89
"LITSIT" 441.77 367.17
"PSYCGL" 141.55 345.85
"PALAPE" 448.5 260.63
"SHORAF" 296 357.7
"SHORME" 134.52 30
"SHORCR" 227.88 136.79
"AXINZE" 384.8 416.41
"MESUFE" 179.34 57.95
"SEMEGA" 245.64 369.08
"SHORWO" 479.63 351.29
"HUMBLA" 470.43 122.75
"GAERRO" 69.34 16.6
"MESUNA" 495.9 412.26
"MESUNA" 342.78 387.36
"CHAECA" 28.25 267.32
"NEOLCA" 496.36 495.73
"GLOCAC" 192.04 206.97
"HOPEJU" 367.82 163.54
"HUMBLA" 477.9 164
"SHORWO" 431.35 172.15
"SHORDI" 419.76 29.82
"PALATH" 407.29 47.74
"ALLOZE" 227.69 487.33
"MESUFE" 376.1 257.16
"MESUNA" 408.64 410.89
"SHORME" 95.34 4.07
"PSYCNI" 86.84 421.6
"GARCHE" 339.66 352.4
"AGROIN" 383.65 172.25
"PSYCNI" 46.1 435.55
"IXORJU" 377.65 377.4
"DILLRE" 209.57 252.76
"GLYCPE" 351.15 298.24
"GLOCAC" 139.28 119.39
"HUMBLA" 381.56 50.24
"GARCMO" 216.92 24.49
"GAERVA" 24.11 139.5
"PSYCNI" 227.25 427.06
"PSYCDU" 261.4 402.4
"SEMEWA" 59.29 465.81
"MESUNA" 392.5 115.58
"AGROIN" 453.95 128.86
"AGROHO" 85.45 74.05
"PSYCNI" 132.72 469.81
"AGROIN" 150.37 370.26
"MANGZE" 371.5 369.81
"SHORAF" 433.71 477.39
"DIOSHI" 470.69 368.99
"PSYCDU" 297.8 164.75
"SYZYWI" 135.1 143.46
"HUMBLA" 350.86 7.87
"SHORDI" 474.67 271.24
"AGROIN" 400.61 171.46
"PSYCNI" 93.97 9.35
"UNIDEN" 64.67 226.35
"PALAPE" 363.03 473.1
"AGROHO" 126.31 86.63
"MESUNA" 484.81 255.95
"CULLRO" 428.5 144.39
"UROPEL" 140.45 277.57
"PSYCNI" 50.67 468.42
"SHORTR" 363.5 10.48
"SEMEWA" 273 162.4
"AGROIN" 430.46 34.13
"AGROIN" 477.43 38.74
"SYZYLI" 143.61 325.4
"MESUFE" 363.82 31.18
"SEMEGA" 23.45 281.4
"UNIDEN" 136.88 191.99
"SHORDI" 447.02 64.1
"MESUNA" 487.26 115.08
"GLOCNE" 155.24 263.32
"SEMEWA" 137.41 128.12
"SHORDI" 116.7 323.26
"AGROIN" 470.68 376.45
"HUMBLA" 428.67 293.63
"SCHUCA" 255.4 455.82
"GAERVA" 70.53 237.9
"GAERRO" 100.6 399.24
"SHORAF" 462.46 109.84
"MESUNA" 219.35 74.63
"SYZYSP" 106.7 6.72
"SHORDI" 485.83 151.91
"AGROIN" 144.33 333.85
"HUMBLA" 411.67 279.7
"PRISTE" 434.83 324.34
"AGROIN" 472.17 94.04
"DILLRE" 125.1 483.93
